Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Montenegro,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<500 ,<100 , <500,"Children estimates were not available at the time of publication.",<500 ,<100 , <500,"Children estimates were not available at the time of publication.",<500 ,<100 , <500,"Children estimates were not available at the time of publication.",<500 ,<100 , <500,"Children estimates were not available at the time of publication.",<500 ,<100 , <500,"Children estimates were not available at the time of publication.",<500 ,<100 , <500,"Children estimates were not available at the time of publication.",<500 ,<100 , <500,"Children estimates were not available at the time of publication."
Morocco,2500 ,1600 , 4000,,3000 ,2000 , 4600,,3600 ,2400 , 5200,,4200 ,2900 , 5800,,4900 ,3500 , 6400,,5600 ,4200 , 7100,,6300 ,4800 , 7800,,7000 ,5600 , 8500,,7700 ,6300 , 9100,,8400 ,7000 , 9800,,9100 ,7700 , 11 000,,9800 ,8300 , 11 000,,10 000 ,8900 , 12 000,,11 000 ,9600 , 13 000,,12 000 ,10 000 , 13 000,,12 000 ,11 000 , 14 000,,13 000 ,12 000 , 15 000,,14 000 ,12 000 , 15 000,,14 000 ,13 000 , 15 000,,14 000 ,13 000 , 16 000,,15 000 ,13 000 , 16 000,,15 000 ,14 000 , 16 000,,15 000 ,14 000 , 16 000,,15 000 ,14 000 , 17 000,,15 000 ,14 000 , 17 000,,15 000 ,14 000 , 17 000,,15 000 ,14 000 , 17 000,,15 000 ,14 000 , 17 000,,15 000 ,14 000 , 17 000,,15 000 ,14 000 , 17 000,,15 000 ,13 000 , 16 000,
Mozambique,64 000 ,52 000 , 79 000,,89 000 ,72 000 , 110 000,,120 000 ,99 000 , 150 000,,170 000 ,130 000 , 200 000,,220 000 ,170 000 , 270 000,,270 000 ,220 000 , 340 000,,340 000 ,270 000 , 420 000,,410 000 ,330 000 , 510 000,,490 000 ,390 000 , 600 000,,570 000 ,460 000 , 700 000,,650 000 ,520 000 , 800 000,,730 000 ,590 000 , 900 000,,800 000 ,640 000 , 990 000,,860 000 ,690 000 , 1 100 000,,920 000 ,740 000 , 1 100 000,,970 000 ,780 000 , 1 200 000,,1 000 000 ,820 000 , 1 300 000,,1 100 000 ,860 000 , 1 300 000,,1 100 000 ,900 000 , 1 400 000,,1 200 000 ,950 000 , 1 500 000,,1 200 000 ,990 000 , 1 500 000,,1 300 000 ,1 000 000 , 1 600 000,,1 300 000 ,1 100 000 , 1 700 000,,1 400 000 ,1 100 000 , 1 700 000,,1 400 000 ,1 200 000 , 1 800 000,,1 500 000 ,1 200 000 , 1 800 000,,1 500 000 ,1 200 000 , 1 900 000,,1 600 000 ,1 300 000 , 2 000 000,,1 600 000 ,1 300 000 , 2 000 000,,1 600 000 ,1 300 000 , 2 000 000,,1 700 000 ,1 300 000 , 2 100 000,
Myanmar,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Namibia,12 000 ,9800 , 15 000,,18 000 ,15 000 , 22 000,,26 000 ,22 000 , 30 000,,36 000 ,32 000 , 41 000,,48 000 ,43 000 , 54 000,,62 000 ,56 000 , 68 000,,76 000 ,70 000 , 83 000,,90 000 ,83 000 , 98 000,,100 000 ,94 000 , 110 000,,110 000 ,100 000 , 120 000,,120 000 ,110 000 , 130 000,,120 000 ,120 000 , 130 000,,130 000 ,120 000 , 130 000,,130 000 ,120 000 , 140 000,,130 000 ,120 000 , 140 000,,130 000 ,120 000 , 140 000,,130 000 ,130 000 , 140 000,,140 000 ,130 000 , 140 000,,140 000 ,130 000 , 140 000,,140 000 ,140 000 , 150 000,,140 000 ,140 000 , 150 000,,150 000 ,140 000 , 150 000,,150 000 ,140 000 , 150 000,,150 000 ,140 000 , 150 000,,150 000 ,140 000 , 160 000,,150 000 ,140 000 , 160 000,,150 000 ,150 000 , 160 000,,150 000 ,150 000 , 160 000,,150 000 ,150 000 , 160 000,,150 000 ,140 000 , 160 000,,150 000 ,140 000 , 160 000,
Nepal,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<200 , <500,,<500 ,<500 , <1000,,<1000 ,<1000 , 1200,,2000 ,1700 , 2400,,4000 ,3400 , 4700,,7200 ,6000 , 8400,,11 000 ,9100 , 13 000,,14 000 ,12 000 , 16 000,,17 000 ,15 000 , 20 000,,20 000 ,17 000 , 23 000,,22 000 ,19 000 , 26 000,,24 000 ,21 000 , 28 000,,26 000 ,22 000 , 29 000,,27 000 ,23 000 , 30 000,,27 000 ,23 000 , 31 000,,27 000 ,23 000 , 31 000,,27 000 ,23 000 , 30 000,,26 000 ,22 000 , 29 000,,25 000 ,22 000 , 28 000,,24 000 ,21 000 , 27 000,,23 000 ,20 000 , 26 000,,22 000 ,19 000 , 24 000,,22 000 ,19 000 , 24 000,,21 000 ,18 000 , 23 000,,21 000 ,18 000 , 23 000,,21 000 ,18 000 , 23 000,,20 000 ,18 000 , 22 000,,20 000 ,17 000 , 22 000,
Netherlands,2000 ,1400 , 2600,"Children estimates were not available at the time of publication.",2700 ,1900 , 3400,"Children estimates were not available at the time of publication.",3400 ,2400 , 4300,"Children estimates were not available at the time of publication.",4100 ,3000 , 5200,"Children estimates were not available at the time of publication.",4800 ,3600 , 6000,"Children estimates were not available at the time of publication.",5500 ,4200 , 6700,"Children estimates were not available at the time of publication.",6100 ,4800 , 7400,"Children estimates were not available at the time of publication.",6800 ,5400 , 8200,"Children estimates were not available at the time of publication.",7500 ,5900 , 9000,"Children estimates were not available at the time of publication.",8100 ,6300 , 9700,"Children estimates were not available at the time of publication.",8700 ,6800 , 10 000,"Children estimates were not available at the time of publication.",9300 ,7300 , 11 000,"Children estimates were not available at the time of publication.",9900 ,7700 , 12 000,"Children estimates were not available at the time of publication.",10 000 ,8200 , 13 000,"Children estimates were not available at the time of publication.",11 000 ,8700 , 13 000,"Children estimates were not available at the time of publication.",12 000 ,9300 , 14 000,"Children estimates were not available at the time of publication.",12 000 ,9600 , 14 000,"Children estimates were not available at the time of publication.",13 000 ,10 000 , 15 000,"Children estimates were not available at the time of publication.",13 000 ,10 000 , 16 000,"Children estimates were not available at the time of publication.",13 000 ,11 000 , 16 000,"Children estimates were not available at the time of publication.",14 000 ,11 000 , 16 000,"Children estimates were not available at the time of publication.",14 000 ,11 000 , 16 000,"Children estimates were not available at the time of publication.",14 000 ,11 000 , 17 000,"Children estimates were not available at the time of publication.",14 000 ,11 000 , 17 000,"Children estimates were not available at the time of publication.",14 000 ,11 000 , 16 000,"Children estimates were not available at the time of publication.",14 000 ,10 000 , 16 000,"Children estimates were not available at the time of publication.",13 000 ,10 000 , 16 000,"Children estimates were not available at the time of publication.",13 000 ,9800 , 15 000,"Children estimates were not available at the time of publication.",12 000 ,9400 , 15 000,"Children estimates were not available at the time of publication.",12 000 ,8800 , 14 000,"Children estimates were not available at the time of publication.",11 000 ,8300 , 14 000,"Children estimates were not available at the time of publication."
New Zealand,<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1100,"Children estimates were not available at the time of publication.",1000 ,<1000 , 1100,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1200,"Children estimates were not available at the time of publication.",1200 ,1000 , 1300,"Children estimates were not available at the time of publication.",1200 ,1100 , 1300,"Children estimates were not available at the time of publication.",1300 ,1200 , 1400,"Children estimates were not available at the time of publication.",1400 ,1200 , 1500,"Children estimates were not available at the time of publication.",1400 ,1300 , 1600,"Children estimates were not available at the time of publication.",1500 ,1300 , 1600,"Children estimates were not available at the time of publication.",1500 ,1400 , 1700,"Children estimates were not available at the time of publication.",1600 ,1400 , 1700,"Children estimates were not available at the time of publication.",1600 ,1500 , 1800,"Children estimates were not available at the time of publication.",1700 ,1500 , 1800,"Children estimates were not available at the time of publication.",1700 ,1500 , 1900,"Children estimates were not available at the time of publication.",1700 ,1600 , 1900,"Children estimates were not available at the time of publication.",1800 ,1600 , 2000,"Children estimates were not available at the time of publication.",1800 ,1600 , 2000,"Children estimates were not available at the time of publication.",1800 ,1600 , 2000,"Children estimates were not available at the time of publication.",1800 ,1600 , 2000,"Children estimates were not available at the time of publication.",1800 ,1600 , 2000,"Children estimates were not available at the time of publication."
Nicaragua,<500 ,<200 , 2200,,<500 ,<200 , 2500,,<500 ,<500 , 2600,,<1000 ,<500 , 2800,,<1000 ,<500 , 3000,,<1000 ,<500 , 3500,,1400 ,<1000 , 3600,,1800 ,<1000 , 3700,,2400 ,1100 , 3900,,3100 ,1700 , 4500,,3600 ,2400 , 5200,,4100 ,2900 , 5700,,4500 ,3100 , 6000,,4800 ,3400 , 6800,,5100 ,3600 , 7100,,5300 ,3700 , 7200,,5500 ,3900 , 7300,,5700 ,4100 , 7600,,5900 ,4300 , 7800,,6200 ,4500 , 8100,,6400 ,4700 , 8400,,6700 ,5000 , 8800,,6900 ,5200 , 9000,,7200 ,5500 , 9200,,7500 ,5700 , 9400,,7700 ,6000 , 9800,,8000 ,6100 , 10 000,,8200 ,6300 , 11 000,,8500 ,6500 , 11 000,,8700 ,6600 , 11 000,,9000 ,6900 , 12 000,
Niger,5300 ,4000 , 7000,,7100 ,5500 , 9300,,9300 ,7400 , 12 000,,12 000 ,9600 , 15 000,,15 000 ,12 000 , 19 000,,18 000 ,15 000 , 22 000,,21 000 ,17 000 , 26 000,,24 000 ,20 000 , 29 000,,27 000 ,23 000 , 32 000,,30 000 ,25 000 , 35 000,,32 000 ,28 000 , 37 000,,33 000 ,29 000 , 39 000,,34 000 ,30 000 , 40 000,,34 000 ,30 000 , 39 000,,34 000 ,30 000 , 39 000,,33 000 ,29 000 , 38 000,,32 000 ,29 000 , 36 000,,31 000 ,28 000 , 35 000,,29 000 ,26 000 , 34 000,,28 000 ,25 000 , 32 000,,27 000 ,24 000 , 31 000,,26 000 ,23 000 , 29 000,,25 000 ,22 000 , 28 000,,24 000 ,22 000 , 27 000,,23 000 ,21 000 , 26 000,,23 000 ,20 000 , 25 000,,22 000 ,20 000 , 24 000,,21 000 ,19 000 , 24 000,,21 000 ,19 000 , 23 000,,20 000 ,18 000 , 23 000,,20 000 ,18 000 , 22 000,
Nigeria,250 000 ,190 000 , 340 000,,310 000 ,230 000 , 420 000,,380 000 ,280 000 , 510 000,,450 000 ,330 000 , 600 000,,520 000 ,380 000 , 690 000,,590 000 ,440 000 , 790 000,,660 000 ,490 000 , 880 000,,720 000 ,540 000 , 970 000,,780 000 ,580 000 , 1 000 000,,830 000 ,620 000 , 1 100 000,,880 000 ,650 000 , 1 200 000,,910 000 ,680 000 , 1 200 000,,940 000 ,700 000 , 1 300 000,,960 000 ,720 000 , 1 300 000,,980 000 ,730 000 , 1 300 000,,1 000 000 ,740 000 , 1 300 000,,1 000 000 ,760 000 , 1 400 000,,1 000 000 ,780 000 , 1 400 000,,1 100 000 ,790 000 , 1 400 000,,1 100 000 ,810 000 , 1 500 000,,1 100 000 ,840 000 , 1 500 000,,1 200 000 ,860 000 , 1 500 000,,1 200 000 ,870 000 , 1 600 000,,1 200 000 ,890 000 , 1 600 000,,1 200 000 ,910 000 , 1 600 000,,1 200 000 ,930 000 , 1 700 000,,1 300 000 ,940 000 , 1 700 000,,1 300 000 ,960 000 , 1 700 000,,1 300 000 ,960 000 , 1 700 000,,1 300 000 ,970 000 , 1 700 000,,1 300 000 ,970 000 , 1 800 000,
North Macedonia,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
