Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Mexico,9000 ,7600 , 10 000,,9800 ,8300 , 11 000,,11 000 ,9500 , 13 000,,13 000 ,11 000 , 15 000,,14 000 ,12 000 , 16 000,,16 000 ,13 000 , 18 000,,17 000 ,14 000 , 20 000,,19 000 ,16 000 , 22 000,,21 000 ,17 000 , 24 000,,22 000 ,19 000 , 25 000,,24 000 ,20 000 , 27 000,,25 000 ,21 000 , 29 000,,26 000 ,22 000 , 30 000,,27 000 ,23 000 , 31 000,,29 000 ,24 000 , 33 000,,30 000 ,25 000 , 34 000,,31 000 ,26 000 , 35 000,,32 000 ,27 000 , 36 000,,32 000 ,27 000 , 37 000,,33 000 ,28 000 , 38 000,,34 000 ,29 000 , 39 000,,35 000 ,30 000 , 40 000,,36 000 ,31 000 , 41 000,,38 000 ,33 000 , 43 000,,39 000 ,34 000 , 45 000,,41 000 ,35 000 , 47 000,,42 000 ,36 000 , 48 000,,43 000 ,37 000 , 49 000,,44 000 ,38 000 , 51 000,,45 000 ,39 000 , 52 000,,43 000 ,37 000 , 50 000,
Mongolia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,
Montenegro,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication."
Morocco,1300 ,<1000 , 2000,,1500 ,<1000 , 2300,,1700 ,1200 , 2500,,2000 ,1400 , 2800,,2300 ,1600 , 3100,,2600 ,1900 , 3300,,2900 ,2200 , 3600,,3200 ,2500 , 4000,,3600 ,2900 , 4300,,3900 ,3200 , 4700,,4300 ,3500 , 5000,,4600 ,3900 , 5300,,5000 ,4200 , 5700,,5300 ,4600 , 6000,,5700 ,4900 , 6400,,6000 ,5300 , 6800,,6300 ,5600 , 7100,,6600 ,5900 , 7400,,6800 ,6200 , 7600,,7000 ,6400 , 7800,,7200 ,6500 , 7800,,7300 ,6600 , 7900,,7300 ,6700 , 8000,,7300 ,6700 , 8000,,7400 ,6700 , 8000,,7300 ,6700 , 8000,,7300 ,6700 , 7900,,7200 ,6600 , 7800,,7000 ,6500 , 7700,,6900 ,6300 , 7500,,6700 ,6100 , 7300,
Mozambique,39 000 ,32 000 , 49 000,,55 000 ,45 000 , 68 000,,76 000 ,62 000 , 95 000,,100 000 ,84 000 , 130 000,,140 000 ,110 000 , 170 000,,170 000 ,140 000 , 210 000,,220 000 ,170 000 , 270 000,,260 000 ,210 000 , 320 000,,310 000 ,250 000 , 380 000,,360 000 ,290 000 , 450 000,,410 000 ,330 000 , 510 000,,460 000 ,370 000 , 570 000,,510 000 ,410 000 , 620 000,,550 000 ,440 000 , 670 000,,580 000 ,470 000 , 720 000,,610 000 ,490 000 , 750 000,,640 000 ,510 000 , 790 000,,670 000 ,540 000 , 820 000,,700 000 ,560 000 , 860 000,,730 000 ,590 000 , 900 000,,760 000 ,610 000 , 940 000,,790 000 ,640 000 , 980 000,,830 000 ,660 000 , 1 000 000,,860 000 ,690 000 , 1 100 000,,890 000 ,720 000 , 1 100 000,,930 000 ,750 000 , 1 100 000,,960 000 ,770 000 , 1 200 000,,990 000 ,800 000 , 1 200 000,,1 000 000 ,820 000 , 1 300 000,,1 000 000 ,840 000 , 1 300 000,,1 100 000 ,850 000 , 1 300 000,
Myanmar,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Namibia,7400 ,6000 , 9200,,11 000 ,9200 , 13 000,,16 000 ,14 000 , 18 000,,22 000 ,20 000 , 25 000,,30 000 ,27 000 , 33 000,,39 000 ,35 000 , 43 000,,48 000 ,43 000 , 52 000,,56 000 ,52 000 , 61 000,,63 000 ,58 000 , 68 000,,69 000 ,64 000 , 74 000,,73 000 ,69 000 , 79 000,,77 000 ,72 000 , 82 000,,79 000 ,74 000 , 84 000,,80 000 ,76 000 , 85 000,,81 000 ,76 000 , 86 000,,82 000 ,78 000 , 87 000,,83 000 ,79 000 , 88 000,,85 000 ,81 000 , 89 000,,86 000 ,82 000 , 91 000,,88 000 ,84 000 , 93 000,,90 000 ,86 000 , 94 000,,91 000 ,87 000 , 96 000,,92 000 ,88 000 , 97 000,,93 000 ,89 000 , 98 000,,94 000 ,90 000 , 99 000,,95 000 ,91 000 , 100 000,,96 000 ,91 000 , 100 000,,97 000 ,92 000 , 100 000,,97 000 ,92 000 , 100 000,,97 000 ,92 000 , 100 000,,97 000 ,91 000 , 100 000,
Nepal,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<1000 ,<1000 , 1000,,1500 ,1300 , 1800,,2300 ,2000 , 2700,,3300 ,2900 , 3800,,4300 ,3700 , 4900,,5200 ,4600 , 6000,,6100 ,5300 , 6900,,6900 ,6000 , 7800,,7600 ,6600 , 8600,,8200 ,7200 , 9200,,8700 ,7700 , 9800,,9200 ,8200 , 10 000,,9700 ,8600 , 11 000,,10 000 ,9000 , 11 000,,10 000 ,9300 , 12 000,,11 000 ,9500 , 12 000,,11 000 ,9700 , 12 000,,11 000 ,9800 , 12 000,,11 000 ,9900 , 12 000,,11 000 ,9900 , 12 000,,11 000 ,9800 , 12 000,,11 000 ,9700 , 12 000,,11 000 ,9500 , 12 000,
Netherlands,<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1100,"Children estimates were not available at the time of publication.",1000 ,<1000 , 1200,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1400,"Children estimates were not available at the time of publication.",1300 ,1100 , 1500,"Children estimates were not available at the time of publication.",1400 ,1200 , 1600,"Children estimates were not available at the time of publication.",1500 ,1200 , 1800,"Children estimates were not available at the time of publication.",1600 ,1300 , 1900,"Children estimates were not available at the time of publication.",1700 ,1400 , 2000,"Children estimates were not available at the time of publication.",1800 ,1500 , 2100,"Children estimates were not available at the time of publication.",1900 ,1600 , 2200,"Children estimates were not available at the time of publication.",2000 ,1700 , 2400,"Children estimates were not available at the time of publication.",2100 ,1800 , 2500,"Children estimates were not available at the time of publication.",2200 ,1900 , 2600,"Children estimates were not available at the time of publication.",2300 ,2000 , 2700,"Children estimates were not available at the time of publication.",2400 ,2000 , 2800,"Children estimates were not available at the time of publication.",2400 ,2100 , 2800,"Children estimates were not available at the time of publication.",2500 ,2100 , 2900,"Children estimates were not available at the time of publication.",2500 ,2200 , 2900,"Children estimates were not available at the time of publication.",2500 ,2200 , 2900,"Children estimates were not available at the time of publication.",2500 ,2200 , 2900,"Children estimates were not available at the time of publication.",2500 ,2100 , 2900,"Children estimates were not available at the time of publication.",2400 ,2100 , 2900,"Children estimates were not available at the time of publication.",2400 ,2000 , 2800,"Children estimates were not available at the time of publication.",2300 ,2000 , 2700,"Children estimates were not available at the time of publication.",2200 ,1900 , 2600,"Children estimates were not available at the time of publication.",2100 ,1800 , 2500,"Children estimates were not available at the time of publication."
New Zealand,<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication."
Nicaragua,<200 ,<200 , 1700,,<500 ,<200 , 1800,,<500 ,<200 , 1800,,<500 ,<200 , 1800,,<500 ,<200 , 1900,,<500 ,<500 , 1900,,<1000 ,<500 , 1900,,<1000 ,<500 , 1900,,<1000 ,<500 , 1800,,<1000 ,<500 , 1700,,<1000 ,<1000 , 1700,,1100 ,<1000 , 1800,,1200 ,<1000 , 1800,,1300 ,<1000 , 1900,,1400 ,1000 , 2000,,1500 ,1100 , 2100,,1600 ,1200 , 2200,,1700 ,1300 , 2300,,1800 ,1300 , 2400,,1900 ,1400 , 2500,,2000 ,1500 , 2600,,2100 ,1600 , 2700,,2200 ,1700 , 2900,,2300 ,1800 , 3000,,2400 ,1900 , 3100,,2600 ,2000 , 3200,,2700 ,2000 , 3400,,2800 ,2100 , 3500,,2900 ,2200 , 3700,,3000 ,2300 , 3800,,3000 ,2300 , 3900,
Niger,2500 ,1900 , 3300,,3300 ,2600 , 4300,,4400 ,3400 , 5600,,5600 ,4400 , 7200,,6900 ,5500 , 8700,,8300 ,6700 , 10 000,,9800 ,7900 , 12 000,,11 000 ,9300 , 14 000,,12 000 ,11 000 , 15 000,,14 000 ,12 000 , 16 000,,15 000 ,13 000 , 17 000,,15 000 ,13 000 , 18 000,,16 000 ,14 000 , 18 000,,16 000 ,14 000 , 18 000,,16 000 ,14 000 , 18 000,,16 000 ,14 000 , 18 000,,15 000 ,14 000 , 17 000,,15 000 ,13 000 , 17 000,,14 000 ,13 000 , 16 000,,14 000 ,13 000 , 16 000,,14 000 ,12 000 , 16 000,,14 000 ,12 000 , 16 000,,14 000 ,12 000 , 15 000,,14 000 ,12 000 , 15 000,,14 000 ,12 000 , 15 000,,13 000 ,12 000 , 15 000,,13 000 ,12 000 , 15 000,,13 000 ,12 000 , 15 000,,13 000 ,12 000 , 14 000,,13 000 ,11 000 , 14 000,,12 000 ,11 000 , 14 000,
Nigeria,130 000 ,94 000 , 170 000,,160 000 ,120 000 , 220 000,,200 000 ,140 000 , 260 000,,240 000 ,170 000 , 320 000,,280 000 ,200 000 , 370 000,,320 000 ,230 000 , 430 000,,360 000 ,260 000 , 480 000,,390 000 ,290 000 , 530 000,,430 000 ,320 000 , 580 000,,460 000 ,340 000 , 620 000,,490 000 ,360 000 , 660 000,,510 000 ,370 000 , 680 000,,520 000 ,390 000 , 710 000,,540 000 ,400 000 , 730 000,,550 000 ,410 000 , 740 000,,560 000 ,420 000 , 760 000,,580 000 ,430 000 , 780 000,,590 000 ,440 000 , 800 000,,610 000 ,450 000 , 820 000,,620 000 ,460 000 , 840 000,,640 000 ,470 000 , 860 000,,660 000 ,490 000 , 890 000,,670 000 ,500 000 , 910 000,,690 000 ,510 000 , 940 000,,710 000 ,530 000 , 960 000,,730 000 ,540 000 , 990 000,,750 000 ,550 000 , 1 000 000,,760 000 ,560 000 , 1 000 000,,780 000 ,570 000 , 1 000 000,,790 000 ,580 000 , 1 100 000,,790 000 ,590 000 , 1 100 000,
