iso3,indicator,method,simple_method,kp,area_name,area_level,age_group,year,count_lower,count_estimate,count_upper,prop_lower,prop_estimate,prop_upper,denominator,ref,link,dataset_id,dataset,uid,data_checked,source_found,duplicate_of,is_aggregate,ethic,study_idx,observation_idx
GIN,prevalence,lab,lab,MSM,Boke,NA,NA,2017,NA,NA,NA,NA,0.121,NA,33,Etude de Surveillance Comportementale et Biologique sur le VIH auprËs des Hommes ayant des relations Sexuelles avec des Hommes (HSH) EN GUINEE. (ESCOMB),NA,GF_295d2b882b02f9b651cb1c6be1ddbd54,GF,1d039afeb1761fabe59df6dfdc5f561e,Yes,yes,NA,NA,NA,90,1741
GIN,prevalence,lab,lab,MSM,Conakry,NA,NA,2017,NA,NA,NA,NA,0.09,NA,199,Etude de Surveillance Comportementale et Biologique sur le VIH auprËs des Hommes ayant des relations Sexuelles avec des Hommes (HSH) EN GUINEE. (ESCOMB),NA,GF_3230e9d917a5e37a9b2d7ec6dbc61a91,GF,45cfb66a52e04658c0492bebf4c1f07f,Yes,yes,NA,NA,NA,90,1742
GIN,prevalence,lab,lab,MSM,Kankan,NA,NA,2017,NA,NA,NA,NA,0.146,NA,48,Etude de Surveillance Comportementale et Biologique sur le VIH auprËs des Hommes ayant des relations Sexuelles avec des Hommes (HSH) EN GUINEE. (ESCOMB),NA,GF_f32cbafabef60b4ce3a51d3e50b3134e,GF,f0d38a20c5a31430244e347f354710a3,Yes,yes,NA,NA,NA,90,1744
GIN,prevalence,lab,lab,MSM,Labe,NA,NA,2017,NA,NA,NA,NA,0.083,NA,36,Etude de Surveillance Comportementale et Biologique sur le VIH auprËs des Hommes ayant des relations Sexuelles avec des Hommes (HSH) EN GUINEE. (ESCOMB),NA,GF_d00fdf141614f6445e6ecb841f8d3983,GF,563cb6f6cc98259fbd999f165c12f8d5,Yes,yes,NA,NA,NA,90,1748
GIN,prevalence,lab,lab,MSM,nzerekore,NA,NA,2017,NA,NA,NA,NA,0.171,NA,70,Etude de Surveillance Comportementale et Biologique sur le VIH auprËs des Hommes ayant des relations Sexuelles avec des Hommes (HSH) EN GUINEE. (ESCOMB),NA,GF_c8027e4d287fa28a09abbdb20b49fa51,GF,1161f5765b299fd49f2e6447c3b7779d,Yes,yes,NA,NA,NA,90,1749
GMB,prevalence,lab,lab,FSW,"Banjul City, Kanifing Municipal, Barra, Farafenni, and Soma",NA,NA,2011,NA,NA,NA,NA,0.159,NA,251,Peitzmeier et al,NA,GF_b6627a93fd85fd8e3ee333d023030e1e,GF,af70c2c55254653cc055ce015e532278,Yes,yes,NA,NA,NA,92,1750
GMB,prevalence,lab,lab,MSM,"Banjul City, Kanifing Municipal",NA,NA,2011,NA,NA,NA,NA,0.098,NA,205,Mason et al,NA,GF_1ce5c67e15d05b5e13f2d8b39cdbc224,GF,806b3f595232c11c16d838ab9fe5f586,Yes,yes,NA,NA,NA,93,1751
GMB,prevalence,lab,lab,FSW,"Banjul City, Kanifing Municipal",NA,NA,2017,NA,NA,NA,NA,0.11,NA,354,BBS 2017,NA,KP Atlas_09a908281a183d994e52783eb1e257a6,KP Atlas,2223c32a5f8c1d67ff51ce59f49379bf,Yes,yes,NA,NA,NA,94,1752
GMB,prevalence,lab,lab,MSM,"Banjul City, Kanifing Municipal",NA,NA,2017,NA,NA,NA,NA,0.355,NA,151,BBS 2017,NA,KP Atlas_38380716148e0f6b36e174778abde099,KP Atlas,7bd26a06b48130cdf693b35dc68df18a,Yes,yes,NA,NA,NA,94,1753
GNB,prevalence,lab,lab,MSM,Bissau,NA,NA,2010,NA,NA,NA,NA,0.25,NA,11,ESTUDO EXPLORAT”RIO DE HOMENS QUE FAZEM SEXO COM HOMENS NA GUINE-BISSAU,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,97,1754
GNB,prevalence,lab,lab,FSW,Bissau,NA,NA,2017,NA,NA,NA,NA,0.194,NA,360,2017 IBBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,98,1755
GNB,prevalence,lab,lab,FSW,Gabu,NA,NA,2017,NA,NA,NA,NA,0.34,NA,50,2018 IBBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,98,1756
GNB,prevalence,lab,lab,MSM,Guinea-Bissau,NA,Y015_049,2017,NA,NA,NA,NA,0.03,NA,367,Estudo Biolo_gico e Sócio Comportamental e estimativa do tamanho nas populações mais expostas ao risco de infeção pelo VIH na República da Guine-Bissau,NA,KP Atlas_dee3230887b30e21b4752bfe343490ac,KP Atlas,b5931bd213d592284614757517e50d43,Yes,yes,NA,NA,NA,98,1757
KEN,prevalence,lab,lab,MSM,Kisumu,NA,Y015_049,2010,NA,NA,NA,0.075,0.111,0.159,415,"2010ñ2011 Integrated Biological and Behavioural Surveillance Survey among Key Populations in Nairobi and Kisumu, Kenya",NA,KP Atlas_a8fb98eeff61187d559949fdce8fd636,KP Atlas,a528b42f54f09a79851d074d9d9f1769,Yes,yes,NA,NA,NA,101,1760
HTI,prevalence,lab,NA,FSW,Nord-Est,NA,Y015_049,2016,NA,NA,NA,NA,0.11,NA,44,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,NA,1761
HTI,prevalence,lab,NA,MSM,Nord-Est,NA,Y015_049,2016,NA,NA,NA,NA,0,NA,49,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,NA,1762
KEN,prevalence,lab,lab,FSW,Nairobi,NA,NA,2011,NA,NA,NA,0.24600000000000002,0.293,0.349,563,"2010ñ2011 Integrated Biological and Behavioural Surveillance Survey among Key Populations in Nairobi and Kisumu, Kenya",NA,CDC_faec1153ebff13545787ecb8653ca541,CDC,d21592fccdf8e73b5dac6c93ef356632,Yes,yes,NA,NA,NA,101,1763
KEN,prevalence,lab,lab,PWID,Nairobi City,NA,NA,2011,NA,NA,NA,0.123,0.187,0.267,263,"2010ñ2011 Integrated Biological and Behavioural Surveillance Survey among Key Populations in Nairobi and Kisumu, Kenya",NA,KP Atlas_434368096565179679da67392cbc3d2a,KP Atlas,1b70e9a818373a2c2ac8d09a658ccf15,Yes,yes,NA,NA,NA,101,1765
KEN,prevalence,lab,lab,PWID,Malindi,NA,NA,2013,NA,NA,NA,NA,0.855,NA,186,Mwatelah et al,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,103,1767
KEN,prevalence,lab,lab,PWID,Mombasa,NA,NA,2013,NA,NA,NA,NA,0.423,NA,371,Webale | Degenhardt et al,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,104,1768
KEN,prevalence,lab,lab,PWID,Malindi,NA,NA,2010,NA,NA,NA,NA,0.22690000000000002,NA,154,Singh et al,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,105,1769
KEN,prevalence,lab,lab,MSM,Nairobi,NA,Y015_049,2010,NA,NA,NA,0.131,0.182,0.236,563,"2010–2011 Integrated Biological and Behavioural Surveillance Survey among Key Populations in Nairobi and Kisumu, Kenya",NA,KP Atlas_7441970de5ca598feb6bedba59f92d9e,KP Atlas,d28599107d419df5decc152692e16b77,Yes,yes,NA,NA,NA,101,1771
LBR,prevalence,lab,lab,FSW,Grand Bassa,NA,NA,2013,NA,NA,NA,NA,0,NA,33,364. LBR 2013 BBS FSW MSM PWID,NA,GF_fc7658c5fb79f2f1fe154caf3cad9a04,GF,79c32f27d557638a18db6eac3ce172c4,Yes,yes,NA,NA,NA,364,1786
LBR,prevalence,lab,lab,MSM,Grand Bassa,NA,NA,2013,NA,NA,NA,NA,1,NA,1,364. LBR 2013 BBS FsW MSM PWID,NA,GF_79b3d9023fdc76b9b22c86e3b80a0fd5,GF,94d1d53329580010d4690d2539eabda7,Yes,yes,NA,NA,NA,364,1787
LBR,prevalence,lab,lab,PWID,Grand Bassa,NA,NA,2013,NA,NA,NA,NA,0.018,NA,55,364. LBR 2013 BBS FSW MSM PWID,NA,GF_1c1057efd96f006e5c4701d7000108c3,GF,5e4c71678480f5d2d156e5bf08ef7090,Yes,yes,NA,NA,NA,364,1788
LBR,prevalence,lab,lab,FSW,Grand Gedeh,NA,NA,2013,NA,NA,NA,NA,0.034,NA,29,364. LBR 2013 BBS FSW MSM PWID,NA,GF_0253a5748884d7a9c8fdd787cc85cae5,GF,877869866aa89be8db0556bbacb08f94,Yes,yes,NA,NA,NA,364,1789
LBR,prevalence,lab,lab,MSM,Grand Gedeh,NA,NA,2013,NA,NA,NA,NA,0,NA,6,364. LBR 2013 BBS FsW MSM PWID,NA,GF_c69aa18f0413f495bd0970f57a5f6829,GF,1f21216f4238932a304ab2c18e2da550,Yes,yes,NA,NA,NA,364,1790
LBR,prevalence,lab,lab,PWID,Grand Gedeh,NA,NA,2013,NA,NA,NA,NA,0,NA,4,364. LBR 2013 BBS FSW MSM PWID,NA,GF_9e2270214b698eebc039bb37f4c29288,GF,359a835fdded9034a856579cb16a52bc,Yes,yes,NA,NA,NA,364,1791
LBR,prevalence,lab,lab,FSW,Margibi,NA,NA,2013,NA,NA,NA,NA,0.114,NA,35,364. LBR 2013 BBS FSW MSM PWID,NA,GF_e2e7171e93ca532b0839114e0ee2cb44,GF,00b96b9e76e8858990cc5525953a0411,Yes,yes,NA,NA,NA,364,1795
LBR,prevalence,lab,lab,MSM,Margibi,NA,NA,2013,NA,NA,NA,NA,0.033,NA,30,364. LBR 2013 BBS FsW MSM PWID,NA,GF_7c980ea8b1ca15970f6f8a8982269a8a,GF,1a391342569b7fdff003f8e6fd2f9593,Yes,yes,NA,NA,NA,364,1796
LBR,prevalence,lab,lab,FSW,Montserrado,NA,NA,2013,NA,NA,NA,NA,0.126,NA,207,364. LBR 2013 BBS FSW MSM PWID,NA,GF_113019b2c72c0af0bf876e15b6701569,GF,08f478f93f5f90c62adebb115720b287,Yes,yes,NA,NA,NA,364,1797
LBR,prevalence,lab,lab,MSM,Montserrado,NA,NA,2013,NA,NA,NA,NA,0.222,NA,167,364. LBR 2013 BBS FsW MSM PWID,NA,GF_4e9b5ef4a3b6f1fde7616e8348e9967f,GF,62fca4698cb31816d8a86fa71e38d56c,Yes,yes,NA,NA,NA,364,1798
LBR,prevalence,lab,lab,PWID,Montserrado,NA,NA,2013,NA,NA,NA,NA,0.034,NA,88,364. LBR 2013 BBS FSW MSM PWID,NA,GF_4c92c762045f68c320f0cbe4a0108c76,GF,b714da27e94cb254ca28fbad76b9bb7b,Yes,yes,NA,NA,NA,364,1799
LBR,prevalence,lab,lab,FSW,Nimba,NA,NA,2013,NA,NA,NA,NA,0.071,NA,42,364. LBR 2013 BBS FSW MSM PWID,NA,GF_11d3a18290a35e5bb13491a2ffc9acb8,GF,dea372f4daa4fd4ff004cd82470a50ea,Yes,yes,NA,NA,NA,364,1800
LBR,prevalence,lab,lab,MSM,Nimba,NA,NA,2013,NA,NA,NA,NA,0.667,NA,3,364. LBR 2013 BBS FsW MSM PWID,NA,GF_e7500afdff78f46635328ad0a6ba5089,GF,a4cb8da657e96b00f274912d4631603a,Yes,yes,NA,NA,NA,364,1801
LBR,prevalence,lab,lab,PWID,Nimba,NA,NA,2013,NA,NA,NA,NA,0.25,NA,8,364. LBR 2013 BBS FSW MSM PWID,NA,GF_ca96fad66dcb0e54874cffefa3e78622,GF,af4bbdfa4f2894f37fb2c14450c93937,Yes,yes,NA,NA,NA,364,1802
MLI,prevalence,lab,lab,MSM,Bamako,NA,NA,2015,NA,NA,NA,NA,0.137,NA,550,"…tude bio-comportementale sur les hommes qui ont des rapports sexuels avec des hommes ‡ Bamako Mali, 2014-15",NA,KP Atlas_2937513d82cff9d53803874626bd8bd7,KP Atlas,c046e995ce4e5a2111cead57d2676e03,Yes,yes,NA,NA,NA,128,1818
KEN,prevalence,lab,lab,MSM,Nairobi,NA,NA,2017,NA,NA,NA,NA,0.289272031,NA,522,Smith et al,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,108,1825
KEN,prevalence,lab,lab,TGW,Nairobi,NA,NA,2017,NA,NA,NA,NA,0.4,NA,70,Smith et al,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,108,1826
HTI,prevalence,lab,NA,TGW,Nord-Est,NA,Y015_049,2016,NA,NA,NA,NA,0.17,NA,13,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,NA,1832
ZAF,prevalence,lab,lab,TGW,Cape Town,NA,NA,2016,NA,NA,NA,NA,0.433,NA,30,HPTN 075 (Sandfort et al),https://www.ncbi.nlm.nih.gov/labs/pmc/articles/PMC6544251/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,113,1852
KEN,prevalence,lab,lab,TGW,Kisumu,NA,NA,2016,NA,NA,NA,NA,0.25,NA,32,HPTN 075 (Sandfort et al),https://www.ncbi.nlm.nih.gov/labs/pmc/articles/PMC6544251/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,113,1855
KEN,prevalence,lab,lab,MSM,Kisumu,NA,NA,2016,NA,NA,NA,NA,0.146,NA,137,HPTN 075 (Sandfort et al),https://www.ncbi.nlm.nih.gov/labs/pmc/articles/PMC6544251/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,113,1857
MWI,prevalence,lab,lab,TGW,Blantyre,NA,NA,2016,NA,NA,NA,NA,0.316,NA,38,HPTN 075 (Sandfort et al),https://www.ncbi.nlm.nih.gov/labs/pmc/articles/PMC6544251/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,113,1858
ZAF,prevalence,lab,lab,FSW,N3 highway corridor,NA,NA,2014,NA,NA,NA,NA,0.884,NA,173,FSW truckers survey,https://www.researchgate.net/profile/Mike-Grasso/publication/291505854_Preliminary_Findings_from_the_KPN3_Study_Key_Populations_Along_the_N3_Highway_South_Africa/links/56a3661708ae1b6511305ac8/Preliminary-Findings-from-the-KPN3-Study-Key-Populations-Along-the-N3-Highway-South-Africa.pdf,CDC_b557ebb9656e7c9f36cca18edef31816,CDC,c8d6a847e16ef1054b8639643d46caf0,Yes,yes,NA,NA,NA,251,1861
KEN,prevalence,lab,lab,PWID,Coast,NA,NA,2012,NA,NA,NA,0.17300000000000001,0.205,0.23600000000000002,1122,Kurth | Degenhardt et al,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,114,1864
KEN,prevalence,lab,lab,PWID,Nairobi,NA,NA,2012,NA,NA,NA,0.10800000000000001,0.145,0.182,663,Kurth | Degenhardt et al,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,114,1865
KEN,prevalence,lab,lab,MSM,Kisumu,NA,NA,2016,NA,NA,NA,NA,0.105,NA,711,Kunzweiler et al,https://www.tandfonline.com/doi/full/10.1080/09540121.2018.1510109,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,115,1866
KEN,prevalence,lab,lab,MSM,Nairobi,NA,NA,2017,NA,NA,NA,NA,0.3,NA,608,TRANSFORM,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7527758/#jia225603-sup-0001,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,116,1867
KEN,prevalence,lab,lab,MSM,Kenya,NA,NA,2019,NA,NA,NA,0.146,0.168,0.189,1200,Bhattacharjee et al,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7319161/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,117,1868
KEN,prevalence,lab,lab,MSM,Nairobi,NA,NA,2021,NA,NA,NA,NA,0.425,NA,80,Gebrebrhan et al.,https://journals.lww.com/aidsonline/Fulltext/2021/06010/Rectal_microbiota_diversity_in_Kenyan_MSM_is.10.aspx,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,118,1869
KEN,prevalence,lab,lab,MSM,"Malindi, Mtwapa",NA,NA,2019,NA,NA,NA,NA,0.124,NA,452,Dijkstra,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8186249/#sup1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,120,1870
KEN,prevalence,lab,lab,PWID,Kilifi,NA,NA,2018,NA,NA,NA,NA,0.184931507,NA,292,Oguya et al,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,122,1871
KEN,prevalence,lab,lab,PWID,Kisauni,NA,NA,2018,NA,NA,NA,NA,0.197530864,NA,81,Oguya et al,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,122,1873
KEN,prevalence,lab,lab,PWID,Malindi,NA,NA,2018,NA,NA,NA,NA,0.21875,NA,96,Oguya et al,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,122,1874
KEN,prevalence,lab,lab,PWID,Mombasa,NA,NA,2018,NA,NA,NA,NA,0.188235294,NA,85,Oguya et al,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,122,1875
KEN,prevalence,lab,lab,PWID,Nairobi,NA,NA,2018,NA,NA,NA,NA,0.201166181,NA,343,Oguya et al,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,122,1877
LSO,prevalence,lab,lab,FSW,Butha-Buthe,NA,NA,2019,NA,NA,NA,0.33299999999999996,0.392,0.45299999999999996,406,IBBS 2019,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,125,1899
LSO,prevalence,lab,lab,MSM,Butha-Buthe,NA,NA,2019,NA,NA,NA,NA,0.242,NA,117,IBBS 2019,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,125,1900
LSO,prevalence,lab,lab,FSW,Leribe,NA,NA,2019,NA,NA,NA,0.506,0.569,0.63,461,IBBS 2019,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,125,1901
LSO,prevalence,lab,lab,MSM,Leribe,NA,NA,2019,NA,NA,NA,NA,0.355,NA,88,IBBS 2019,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,125,1902
LSO,prevalence,lab,lab,FSW,Mafeteng,NA,NA,2019,NA,NA,NA,0.384,0.425,0.519,327,IBBS 2019,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,125,1903
LSO,prevalence,lab,lab,MSM,Mafeteng,NA,NA,2019,NA,NA,NA,NA,0.07400000000000001,NA,300,IBBS 2019,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,125,1904
LSO,prevalence,lab,lab,FSW,Maseru,NA,NA,2019,NA,NA,NA,0.41600000000000004,0.47600000000000003,0.546,461,IBBS 2019,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,125,1905
LSO,prevalence,lab,lab,MSM,Maseru,NA,NA,2019,NA,NA,NA,NA,0.313,NA,323,IBBS 2019,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,125,1907
LSO,prevalence,lab,lab,FSW,Maputsoe,NA,NA,2014,NA,NA,NA,NA,0.704,NA,334,"Characterizing HIV Prevention, Treatment and Care needs Among†Men who have Sex with Men and Female Sex Workers in Lesotho",NA,GF_f70d891ebdffd86185f8d9d44ff386ad,GF,e1d4ca78086b95fe24e38be372943e5b,Yes,private,NA,NA,NA,127,1909
LSO,prevalence,lab,lab,MSM,Maputsoe,NA,Y015_049,2014,NA,NA,NA,NA,0.354,NA,211,"Characterizing HIV Prevention, Treatment and Care needs Among†Men who have Sex with Men and Female Sex Workers in Lesotho",NA,KP Atlas_2d4991e2c557a5934c78205dd1b37de9,KP Atlas,db74e559416c7ff25b1d76c9e64a8225,Yes,private,NA,NA,NA,127,1910
LSO,prevalence,lab,lab,MSM,Maseru,NA,NA,2014,NA,NA,NA,NA,0.311,NA,318,"Characterizing HIV Prevention, Treatment and Care needs Among†Men who have Sex with Men and Female Sex Workers in Lesotho",NA,GF_ca922cb47fef897ca5a6952b74d85a27,GF,5655640fddbbf008b3e8d324d1cefa11,Yes,yes,NA,NA,NA,127,1911
LSO,prevalence,lab,lab,FSW,Maseru,NA,NA,2014,NA,NA,NA,NA,0.731,NA,410,"HIV-related Risk Behaviors and Prevalence among Two Key PopulationsóFemale Sex Workers (FSW) and Men who have Sex with Men (MSM)óin Maseru, Lesotho",NA,GF_d62c1254cc0ae684bafcee0b90df57a4,GF,f639987efc2931130bfaba4c6a421d42,Yes,yes,NA,NA,NA,127,1912
LSO,prevalence,lab,lab,MSM,Maseru,NA,NA,2014,NA,NA,NA,NA,0.317,NA,315,"HIV-related Risk Behaviors and Prevalence among Two Key PopulationsóFemale Sex Workers (FSW) and Men who have Sex with Men (MSM)óin Maseru, Lesotho",NA,GF_c3c669b803dd072fa34d25dd2e8aca3d,GF,bbaa7846ca12c0a2400874d52a8913e2,Yes,yes,NA,NA,NA,127,1913
HTI,prevalence,lab,NA,FSW,Nord-Ouest,NA,Y015_049,2016,NA,NA,NA,NA,0.02,NA,62,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,NA,1914
HTI,prevalence,lab,NA,MSM,Nord-Ouest,NA,Y015_049,2016,NA,NA,NA,NA,0.04,NA,25,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,NA,1915
HTI,prevalence,lab,NA,TGW,Nord-Ouest,NA,Y015_049,2016,NA,NA,NA,NA,0.8,NA,5,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,NA,1916
HTI,prevalence,lab,NA,FSW,Ouest,NA,Y015_049,2016,NA,NA,NA,NA,0.09,NA,529,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,NA,1918
HTI,prevalence,lab,NA,MSM,Ouest,NA,Y015_049,2016,NA,NA,NA,NA,0.06,NA,120,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,NA,1919
MLI,prevalence,lab,lab,TGW,Bamako,NA,NA,2019,NA,NA,NA,0.0536,0.1491,0.2445,82,ANALYSE DE LA SITUATION DES PERSONNES TRANSGENRES AU MALI EN RELATION AVEC L'INFECTION A VIH ET LE SIDA,NA,KP Atlas_b5e466a3e88e35d487cb287ff037518e,KP Atlas,447d43ecfe5ed7b99e7a75c24917ab69,Yes,yes,NA,NA,NA,130,1920
MLI,prevalence,lab,lab,TGW,Kayes,NA,NA,2019,NA,NA,NA,0.0368,0.2623,0.4868,34,ANALYSE DE LA SITUATION DES PERSONNES TRANSGENRES AU MALI EN RELATION AVEC L'INFECTION A VIH ET LE SIDA,NA,KP Atlas_c65527218eee0145f8d37a83ad7a335c,KP Atlas,8263f0be42fdb7676f91b98323255537,Yes,yes,NA,NA,NA,130,1921
MLI,prevalence,lab,lab,TGW,Koulikoro,NA,NA,2019,NA,NA,NA,0.0409,0.1177,0.1941,43,ANALYSE DE LA SITUATION DES PERSONNES TRANSGENRES AU MALI EN RELATION AVEC L'INFECTION A VIH ET LE SIDA,NA,KP Atlas_84164ffa5470f63429ba6d215d955f9d,KP Atlas,244b5f90e9435bccc64587c2e1bba9e8,Yes,yes,NA,NA,NA,130,1922
HTI,prevalence,lab,NA,TGW,Ouest,NA,Y015_049,2016,NA,NA,NA,NA,0.53,NA,39,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,NA,1924
HTI,prevalence,lab,NA,FSW,Sud,NA,Y015_049,2016,NA,NA,NA,NA,0.15,NA,34,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,NA,1925
MLI,prevalence,lab,lab,TGW,Mopti,NA,NA,2019,NA,NA,NA,0,0.0502,0.1321,39,ANALYSE DE LA SITUATION DES PERSONNES TRANSGENRES AU MALI EN RELATION AVEC L'INFECTION A VIH ET LE SIDA,NA,KP Atlas_5c63ba827349d7833b9535538c4e691f,KP Atlas,33bcac2f133303fc962086f1febb647c,Yes,yes,NA,NA,NA,130,1929
MLI,prevalence,lab,lab,TGW,Segou,NA,NA,2019,NA,NA,NA,0.0093,0.0322,0.0562,36,ANALYSE DE LA SITUATION DES PERSONNES TRANSGENRES AU MALI EN RELATION AVEC L'INFECTION A VIH ET LE SIDA,NA,KP Atlas_9fc3d956bbf30eef721295d8987e4f63,KP Atlas,85c69e2529436a7ce3ecd395ef08de0b,Yes,yes,NA,NA,NA,130,1930
MLI,prevalence,lab,lab,TGW,Sikasso,NA,NA,2019,NA,NA,NA,NA,0,NA,40,ANALYSE DE LA SITUATION DES PERSONNES TRANSGENRES AU MALI EN RELATION AVEC L'INFECTION A VIH ET LE SIDA,NA,KP Atlas_b9141c7c18deb144c9f0a899df15e961,KP Atlas,12da25bafbfd5422e82a268c4938d714,Yes,yes,NA,NA,NA,130,1931
HTI,prevalence,lab,NA,MSM,Sud,NA,Y015_049,2016,NA,NA,NA,NA,0.05,NA,22,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,NA,1933
HTI,prevalence,lab,NA,TGW,Sud,NA,Y015_049,2016,NA,NA,NA,NA,0.5,NA,2,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,NA,1934
HTI,prevalence,lab,NA,FSW,Sud-Est,NA,Y015_049,2016,NA,NA,NA,NA,0.02,NA,44,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,NA,1936
HTI,prevalence,lab,NA,MSM,Sud-Est,NA,Y015_049,2016,NA,NA,NA,NA,0,NA,14,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,NA,1937
HTI,prevalence,lab,NA,TGW,Sud-Est,NA,Y015_049,2016,NA,NA,NA,NA,0.45,NA,11,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,NA,1938
MLI,prevalence,lab,lab,MSM,Bamako,NA,Y015_049,2019,NA,NA,NA,0.146,0.196,0.246,245,Cartographie et Estimation de la taille des Professionnelles de Sexe (PS) et des Hommes ayant des rapports Sexuels avec díautres Hommes (HSH) couplees ‡ líetude bio-comportementale chez les HSH en matiËre de VIH au Mali,NA,KP Atlas_332fbc45a26e24df1873566830f5b134,KP Atlas,15ec45ebc926fb9556dee14e7f63c413,Yes,yes,NA,NA,NA,131,1943
MLI,prevalence,lab,lab,MSM,Gao,NA,Y015_049,2019,NA,NA,NA,NA,0,NA,72,Cartographie et Estimation de la taille des Professionnelles de Sexe (PS) et des Hommes ayant des rapports Sexuels avec díautres Hommes (HSH) couplees ‡ líetude bio-comportementale chez les HSH en matiËre de VIH au Mali,NA,KP Atlas_ff27dbf76cb51d7cd0fbbc1a23640a65,KP Atlas,245499810f1051c856bc68ecc29ef64f,Yes,yes,NA,NA,NA,131,1944
MLI,prevalence,lab,lab,MSM,Kayes,NA,Y015_049,2019,NA,NA,NA,0.093,0.147,0.21,163,Cartographie et Estimation de la taille des Professionnelles de Sexe (PS) et des Hommes ayant des rapports Sexuels avec díautres Hommes (HSH) couplees ‡ líetude bio-comportementale chez les HSH en matiËre de VIH au Mali,NA,KP Atlas_771e6fa15268cea18dda3b61d6e4711e,KP Atlas,ac12174416602b95936e710066d9a74b,Yes,yes,NA,NA,NA,131,1945
MLI,prevalence,lab,lab,MSM,Bamako,NA,NA,2015,NA,NA,NA,0.056,0.095,0.135,387,Hakim et al,NA,CDC_f45c8b0bc952a96fcf83218e1bc245fe,CDC,c35c35232edc416e7a04e9402439df25,Yes,yes,NA,NA,NA,132,1946
MLI,prevalence,lab,lab,TGW,Bamako,NA,NA,2015,NA,NA,NA,0.139,0.246,0.353,165,Hakim et al,NA,CDC_82d83f378215f99af779c41519303231,CDC,b1b15c90a2376254361bd5c6e3622654,Yes,yes,NA,NA,NA,132,1951
MLI,prevalence,lab,lab,FSW,Bamako,NA,NA,2019,NA,NA,NA,NA,0.096,NA,301,"Etude Bio-comportementale IST, VIH et tuberculose chez les femmes travailleuses du sexe et les routiers au Mali 2017-2019",NA,KP Atlas_6e30b22c01f5b00847a68823291b1693,KP Atlas,cd42b8267dba07c69a673951e0581733,Yes,yes,NA,NA,CDC,136,1960
